ID,Energy
2023-01-01 06:00:00_B_0,60.989412416909715
2023-01-01 11:00:00_B_0,73.45874646576499
2023-01-01 12:00:00_B_0,69.70008916853615
2023-01-01 13:00:00_B_0,70.17095633960712
2023-01-01 23:00:00_B_0,79.17091180144594
2023-01-02 07:00:00_B_0,83.23680178100427
2023-01-02 19:00:00_B_0,85.19176663787178
2023-01-04 02:00:00_B_0,61.257599338073625
2023-01-04 05:00:00_B_0,55.47666077333285
2023-01-04 09:00:00_B_0,65.75244665828541
2023-01-04 13:00:00_B_0,75.27058533622649
2023-01-05 02:00:00_B_0,63.19365430380365
2023-01-05 06:00:00_B_0,55.65998165108407
2023-01-05 11:00:00_B_0,72.46653977930086
2023-01-05 13:00:00_B_0,68.54942641052212
2023-01-05 18:00:00_B_0,84.10962184425392
2023-01-06 06:00:00_B_0,58.47590137050554
2023-01-06 22:00:00_B_0,82.95514586847146
2023-01-07 10:00:00_B_0,74.30426308670849
2023-01-01 02:00:00_B_1,17.693083137863443
2023-01-01 09:00:00_B_1,14.940242961093048
2023-01-02 13:00:00_B_1,17.650721312911813
2023-01-02 15:00:00_B_1,17.307720384846434
2023-01-02 18:00:00_B_1,18.255209334370132
2023-01-03 01:00:00_B_1,15.134318241533842
2023-01-03 05:00:00_B_1,15.751416962145555
2023-01-03 13:00:00_B_1,17.38756543155655
2023-01-03 14:00:00_B_1,17.25491196438008
2023-01-03 17:00:00_B_1,20.7285451350632
2023-01-03 18:00:00_B_1,20.17359956303086
2023-01-03 23:00:00_B_1,18.743295696238835
2023-01-04 01:00:00_B_1,17.01766131879429
2023-01-04 03:00:00_B_1,17.721208806185377
2023-01-04 08:00:00_B_1,17.83377087674362
2023-01-04 09:00:00_B_1,15.867391673030415
2023-01-04 12:00:00_B_1,16.81956878667339
2023-01-04 16:00:00_B_1,20.902173398497602
2023-01-04 19:00:00_B_1,17.543820832356197
2023-01-04 22:00:00_B_1,19.597826403873977
2023-01-05 11:00:00_B_1,17.40098218746217
2023-01-05 18:00:00_B_1,19.602184467990167
2023-01-05 19:00:00_B_1,16.94639505396743
2023-01-05 20:00:00_B_1,17.437980644833676
2023-01-05 23:00:00_B_1,24.61909577817131
2023-01-06 03:00:00_B_1,16.23779905000063
2023-01-06 05:00:00_B_1,15.477174590676583
2023-01-06 17:00:00_B_1,19.230295045048273
2023-01-01 02:00:00_B_2,51.945663264247756
2023-01-01 05:00:00_B_2,49.810589706068114
2023-01-01 09:00:00_B_2,56.09370876324287
2023-01-02 03:00:00_B_2,51.57413260275208
2023-01-02 05:00:00_B_2,51.38413681101971
2023-01-02 10:00:00_B_2,59.30235058378291
2023-01-02 17:00:00_B_2,59.31156692308993
2023-01-02 20:00:00_B_2,57.59667302063899
2023-01-02 21:00:00_B_2,59.48038898271697
2023-01-03 08:00:00_B_2,56.975620683749014
2023-01-03 16:00:00_B_2,56.14481498297728
2023-01-03 19:00:00_B_2,58.21631852309362
2023-01-03 22:00:00_B_2,61.537642459896645
2023-01-04 11:00:00_B_2,56.57509027412649
2023-01-04 12:00:00_B_2,55.36212620277955
2023-01-04 17:00:00_B_2,59.7743413404304
2023-01-04 23:00:00_B_2,59.5927801922203
2023-01-05 00:00:00_B_2,54.99379080318265
2023-01-05 06:00:00_B_2,51.33256130122199
2023-01-05 10:00:00_B_2,54.573526941467904
2023-01-05 20:00:00_B_2,58.72154946769422
2023-01-06 03:00:00_B_2,51.68030622779423
2023-01-06 04:00:00_B_2,50.01590065655122
